subject,breed,age,sex,neutering_status,birth_date,test_date,trial_number,session,condition,baited_side,correct,chosen_side,dark_green_bowl_side,ET_data,session_new,yarbus_file
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,1,1,gazing,l,0,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part1
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,2,1,gazing,r,1,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part1
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,3,1,control,l,0,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part1
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,4,1,gazing,r,1,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part1
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,5,1,gazing,l,0,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part1
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,6,1,gazing,r,1,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part1
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,7,1,gazing,r,1,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part1
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,8,1,control,l,0,r,,1,1,
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,9,1,pointing,r,1,r,,1,1,
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,10,1,pointing,l,0,r,,1,1,
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,11,1,pointing,l,0,r,r,1,1,mobileET_ostension_arco_s1_yarbus_new_part2
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,12,1,pointing,r,1,r,l,1,1,mobileET_ostension_arco_s1_yarbus_new_part2
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,13,1,control,r,1,r,l,1,1,mobileET_ostension_arco_s1_yarbus_new_part2
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,14,1,pointing,l,0,r,l,1,1,mobileET_ostension_arco_s1_yarbus_new_part2
Arko3,collie,15,m,unneutered,22/03/2021,14/07/2022,15,1,pointing,l,0,r,l,1,1,mobileET_ostension_arco_s1_yarbus_new_part2
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,16,2,throwing,r,0,l,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,17,2,throwing,l,0,r,l,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,18,2,control,r,1,r,l,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,19,2,throwing,l,0,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,20,2,throwing,r,1,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,21,2,throwing,r,1,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,22,2,throwing,l,0,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,23,2,control,l,0,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,24,2,p+g,r,1,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,25,2,p+g,l,0,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,26,2,p+g,r,1,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,27,2,p+g,l,0,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,28,2,control,r,1,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,29,2,p+g,l,1,l,r,1,2,mobileET_ostension_arco_s3_yarbus
Arko3,collie,19,m,unneutered,22/03/2021,28/10/2022,30,2,p+g,r,1,r,r,1,2,mobileET_ostension_arco_s3_yarbus
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,1,2,throwing,l,0,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,2,2,throwing,l,0,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,3,2,control,r,1,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,4,2,throwing,r,1,r,r,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,5,2,throwing,l,0,r,r,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,6,2,throwing,r,1,r,r,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,7,2,throwing,l,0,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,8,2,control,l,1,l,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,9,2,p+g,r,1,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,10,2,p+g,l,1,l,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,11,2,p+g,r,1,r,r,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,12,2,p+g,r,1,r,r,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,13,2,control,l,0,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,14,2,p+g,r,1,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,23,f,unneutered,08/09/2020,06/09/2022,15,2,p+g,l,0,r,l,1,1,mobileET_ostention_diara_s2_yarbus_new
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,16,3,p+g,r,1,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,17,3,p+g,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,18,3,control,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,19,3,p+g,r,1,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,20,3,p+g,r,1,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,21,3,p+g,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,22,3,p+g,r,1,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,23,3,control,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,24,3,pointing,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,25,3,pointing,r,1,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,26,3,pointing,r,1,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,27,3,pointing,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,28,3,control,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,29,3,pointing,r,1,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Diara,rhodesian_ridgeback,24,f,unneutered,08/09/2020,26/09/2022,30,3,pointing,l,0,r,l,1,2,mobileET_ostension_diara_s3_yarbus2
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,14/07/2022,1,1,p+g,l,0,r,,0,,
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,14/07/2022,2,1,p+g,r,1,r,,0,,
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,14/07/2022,3,1,control,l,0,r,,0,,
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,1,2,p+g,l,1,l,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,2,2,p+g,r,1,r,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,3,2,control,r,1,r,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,4,2,p+g,r,1,r,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,5,2,p+g,r,1,r,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,6,2,p+g,l,1,l,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,7,2,p+g,l,1,l,r,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,8,2,control,l,0,r,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,9,2,gazing,l,1,l,r,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,10,2,gazing,r,0,l,r,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,11,2,gazing,l,1,l,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,12,2,gazing,r,0,l,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,13,2,control,r,1,r,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,14,2,gazing,l,1,l,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,141,m,neutered,07/10/2010,28/07/2022,15,2,gazing,r,0,l,l,1,1,mobileET_ostension_Jimi_S1_Yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,16,3,pointing,l,1,l,l,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,17,3,pointing,l,1,l,l,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,18,3,control,r,0,l,l,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,19,3,pointing,r,1,r,l,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,20,3,pointing,l,1,l,l,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,21,3,pointing,r,1,r,l,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,22,3,pointing,l,1,l,l,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,23,3,control,l,1,l,r,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,24,3,throwing,r,1,r,r,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,25,3,throwing,l,1,l,r,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,26,3,throwing,r,0,l,r,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,27,3,throwing,l,1,l,r,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,28,3,control,r,0,l,r,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,29,3,throwing,l,1,l,r,1,2,mobileET_ostension_jimi_s2_yarbus
Jimi,bull_terrier_mix,143,m,neutered,07/10/2010,29/09/2022,30,3,throwing,r,1,r,r,1,2,mobileET_ostension_jimi_s2_yarbus
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,1,1,pointing,r,1,r,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,2,1,pointing,l,0,r,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,3,1,control,r,1,r,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,4,1,pointing,l,1,l,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,5,1,pointing,r,1,r,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,6,1,pointing,l,1,l,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,7,1,pointing,r,1,r,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,8,1,control,l,0,r,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,9,1,gazing,r,0,l,r,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,10,1,gazing,l,0,r,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,11,1,gazing,l,1,l,l,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,12,1,gazing,r,0,l,r,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,13,1,control,r,0,l,r,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,14,1,gazing,l,0,r,r,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,39,f,unneutered,19/04/2019,21/07/2022,15,1,gazing,r,0,l,r,1,1,MobileET_ostension_panda_s1_yarbus_new
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,16,4,p+g,l,0,r,l,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,22/11/2022,17,4,p+g,r,0,l,l,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,18,4,control,l,1,l,l,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,19,4,p+g,l,0,r,r,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,20,4,p+g,r,0,l,r,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,21,4,p+g,l,0,r,l,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,22,4,p+g,r,0,l,l,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,23,4,control,r,1,r,r,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,22/11/2022,24,4,throwing,l,1,l,r,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,25,4,throwing,l,1,l,l,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,26,4,throwing,r,0,l,l,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,27,4,throwing,r,1,r,r,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,28,4,control,l,0,r,r,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,29,4,throwing,l,1,l,r,1,2,mobileET_ostension_panda_s4_yarbus
Panda,american_staffordshire_terrier,43,f,unneutered,19/04/2019,21/11/2022,30,4,throwing,r,0,l,l,1,2,mobileET_ostension_panda_s4_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,1,1,throwing,r,0,l,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,2,1,throwing,l,0,r,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,3,1,control,l,0,r,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,4,1,throwing,r,1,r,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,5,1,throwing,r,1,r,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,6,1,throwing,l,0,r,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,7,1,throwing,r,0,l,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,8,1,control,l,0,r,r,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,9,1,pointing,l,1,l,l,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,10,1,pointing,r,1,r,l,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,11,1,pointing,r,1,r,l,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,12,1,pointing,l,0,r,l,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,13,1,control,l,0,r,l,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,14,1,pointing,r,1,r,l,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,77,f,unneutered,06/02/2016,29/07/2022,15,1,pointing,l,0,r,l,1,1,mobileET_ostension_juna_s1_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,16,3,p+g,r,0,l,r,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,17,3,p+g,l,1,l,l,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,18,3,control,r,0,l,r,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,19,3,p+g,l,1,l,r,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,20,3,p+g,l,1,l,l,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,21,3,p+g,r,1,r,r,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,22,3,p+g,l,1,l,r,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,23,3,control,r,0,l,l,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,24,3,gazing,r,0,l,l,1,2,mobileET_ostension_juna_s3_yarbus
Juna,flat_coated_retriever,79,f,unneutered,06/02/2016,07/09/2022,25,3,gazing,l,1,l,r,1,2,mobileET_ostension_juna_s3_yarbus
