subject,breed,age,sex,neutering_status,birth_date,test_date,trial_number,session,condition,baited_side,correct,chosen_side,dark_green_bowl_side,ET_data,session_new,yarbus_file
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,26,2,throwing,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,27,2,throwing,l,1,l,l,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,28,2,control,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,29,2,throwing,l,1,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Mailo,mix,86,m,neutered,07/09/2015,02/12/2022,30,2,throwing,r,0,l,r,1,2,mobileET_ostension_mailo_s2_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,1,1,pointing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,2,1,pointing,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,3,1,control,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,4,1,pointing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,5,1,pointing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,6,1,pointing,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,7,1,pointing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,8,1,control,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,9,1,gazing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,10,1,gazing,l,0,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,11,1,gazing,l,0,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,12,1,gazing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,13,1,control,l,0,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,14,1,gazing,r,1,r,r,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,66,f,unneutered,29/04/2017,21/11/2022,15,1,gazing,r,1,r,l,1,1,mobileET_ostension_ravenna_s1_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,16,2,p+g,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,17,2,p+g,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,18,2,control,r,0,l,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,19,2,p+g,r,1,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,20,2,p+g,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,21,2,p+g,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,22,2,p+g,r,1,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,23,2,control,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,24,2,throwing,r,1,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,25,2,throwing,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,26,2,throwing,r,1,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,27,2,throwing,r,1,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,28,2,control,l,0,r,r,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,29,2,throwing,r,1,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Ravenna,american_staffordshire_terrier,67,f,unneutered,29/04/2017,01/12/2022,30,2,throwing,l,0,r,l,1,2,mobileET_ostension_ravenna_s2_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,1,1,throwing,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,2,1,throwing,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,3,1,control,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,4,1,throwing,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,5,1,throwing,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,6,1,throwing,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,7,1,throwing,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,8,1,control,r,0,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,9,1,p+g,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,10,1,p+g,l,1,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,11,1,p+g,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,12,1,p+g,l,1,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,13,1,control,l,0,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,14,1,p+g,r,1,r,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,41,f,neutered,14/05/2019,25/10/2022,15,1,p+g,l,1,l,l,1,1,mobileET_ostension_Lumi_s1_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,16,3,pointing,r,0,l,r,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,17,3,pointing,r,1,r,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,18,3,control,l,1,l,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,19,3,pointing,r,1,r,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,20,3,pointing,l,1,l,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,21,3,pointing,l,1,l,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,22,3,pointing,r,1,r,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,23,3,control,l,1,l,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,24,3,gazing,r,1,r,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,25,3,gazing,r,0,l,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,26,3,gazing,l,0,r,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,27,3,gazing,r,0,l,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,28,3,control,l,0,r,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,29,3,gazing,l,na,l,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lumi,mix,42,f,neutered,14/05/2019,18/11/2022,30,3,gazing,r,1,r,l,1,2,mobileET_ostension_Lumi_s3_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,1,2,pointing,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,2,2,pointing,l,1,l,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,3,2,pointing,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,4,2,pointing,l,0,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,5,2,pointing,l,0,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,6,2,control,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,7,2,pointing,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,8,2,p+g,l,0,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,9,2,control,l,0,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,10,2,p+g,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,11,2,p+g,l,0,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,12,2,p+g,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,13,2,control,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,14,2,p+g,l,0,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,156,m,unneutered,14/01/2009,11/02/2022,15,2,p+g,r,1,r,l,1,1,mobileET_ostension_lenny_s2_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,16,3,throwing,l,0,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,17,3,throwing,l,0,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,18,3,control,r,1,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,19,3,throwing,r,1,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,20,3,throwing,l,0,r,r,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,21,3,throwing,r,1,r,r,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,22,3,throwing,l,0,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,23,3,control,l,0,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,24,3,gazing,r,1,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,25,3,gazing,r,1,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,26,3,gazing,l,0,r,r,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,27,3,gazing,l,1,l,r,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,28,3,control,r,1,r,r,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,29,3,gazing,r,1,r,r,1,2,mobileET_ostension_lenny_s3_yarbus
Lenny,border_collie,166,m,unneutered,14/01/2009,17/11/2022,30,3,gazing,l,0,r,l,1,2,mobileET_ostension_lenny_s3_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,1,1,pointing,r,1,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,2,1,pointing,l,0,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,3,1,control,l,0,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,4,1,pointing,r,1,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,5,1,pointing,r,1,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,6,1,pointing,l,0,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,7,1,pointing,r,1,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,8,1,control,l,0,r,l,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,9,1,gazing,r,1,r,r,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,10,1,gazing,l,0,r,r,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,11,1,gazing,l,0,r,r,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,12,1,gazing,r,1,r,r,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,13,1,control,l,0,r,r,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,14,1,gazing,r,1,r,r,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,153,m,neutered,04/01/2010,03/11/2022,15,1,gazing,r,1,r,r,1,1,mobileET_ostension_mitos_s1_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,16,2,throwing,l,0,r,l,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,17,2,throwing,l,0,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,18,2,control,r,1,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,19,2,throwing,r,1,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,20,2,throwing,l,0,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,21,2,throwing,l,0,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,22,2,throwing,r,1,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,23,2,control,l,0,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,24,2,p+g,r,1,r,l,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,25,2,p+g,l,1,l,l,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,26,2,p+g,r,1,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,27,2,p+g,r,1,r,r,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,28,2,control,l,0,r,l,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,29,2,p+g,r,1,r,l,1,2,mobileET_ostension_mitos_s2_yarbus
Mitos,german_shephard,154,m,neutered,04/01/2010,17/11/2022,30,2,p+g,l,1,l,l,1,2,mobileET_ostension_mitos_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,1,2,throwing,r,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,2,2,throwing,l,1,l,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,3,2,control,l,0,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,4,2,throwing,r,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,5,2,throwing,l,0,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,6,2,throwing,r,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,7,2,throwing,r,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,8,2,control,l,0,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,9,2,pointing,l,0,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,10,2,pointing,r,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,11,2,pointing,r,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,12,2,pointing,l,0,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,13,2,control,r,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,14,2,pointing,l,1,l,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,09/01/2023,15,2,pointing,l,1,r,l,1,1,mobileET_ostension_lillybet_s2_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,16,3,p+g,r,1,r,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,17,3,p+g,r,1,r,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,18,3,control,l,1,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,19,3,p+g,r,1,r,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,20,3,p+g,l,1,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,21,3,p+g,l,0,r,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,22,3,p+g,r,0,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,23,3,control,r,0,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,24,3,gazing,l,1,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,25,3,gazing,l,1,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,26,3,gazing,r,0,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,27,3,gazing,r,0,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,28,3,control,l,1,l,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,29,3,gazing,l,0,r,r,1,2,mobileET_ostension_lillybet_s3_yarbus
Lillybet,samojede,92,f,neutered,08/05/2015,30/01/2023,30,3,gazing,r,1,r,r,1,2,mobileET_ostension_lillybet_s3_yarbus
